# time nusers response_time n_servers global_load_avg global_mem_util avg_num_apps_per_server
   5320.0 680    15.404 9    0.5870    0.5778 42
   5330.0 682    16.683 9    0.5922    0.5797 43
   5340.0 684    17.065 9    0.5922    0.5898 44
   5350.0 686    15.581 9    0.5965    0.5885 42
   5360.0 688    15.628 9    0.5956    0.5816 39
   5370.0 690    16.198 9    0.5955    0.5786 42
   5380.0 692    15.799 9    0.5958    0.5876 42
   5390.0 694    17.378 9    0.6109    0.5891 42
   5400.0 696    17.730 9    0.6109    0.5891 43
   5410.0 698    16.241 9    0.6213    0.5891 41
   5420.0 700    15.798 9    0.6158    0.5893 40
   5430.0 702    15.860 9    0.6100    0.5890 39
   5440.0 704    15.973 9    0.6121    0.5899 41
   5450.0 706    15.616 9    0.6095    0.5918 41
   5460.0 708    16.292 9    0.6095    0.5902 40
   5470.0 710    16.303 9    0.6206    0.5895 38
   5480.0 712    16.501 9    0.6281    0.5888 40
   5490.0 714    16.871 9    0.6432    0.5936 38
   5500.0 716    15.771 9    0.6339    0.5894 38
   5510.0 718    17.230 9    0.6420    0.5926 38
   5520.0 720    15.969 9    0.6420    0.5938 37
   5530.0 722    17.052 9    0.6700    0.5996 39
   5540.0 724    16.960 9    0.6744    0.5981 39
   5550.0 726    16.360 9    0.6600    0.6008 38
   5560.0 728    17.234 9    0.6649    0.5977 37
   5570.0 730    16.928 9    0.6670    0.5990 38
   5580.0 732    16.136 9    0.6670    0.6025 38
   5590.0 734    16.535 9    0.6703    0.6065 39
   5600.0 736    16.188 9    0.6615    0.6087 40
   5610.0 738    16.656 9    0.6592    0.6110 39
   5620.0 740    17.033 9    0.6670    0.6120 39
   5630.0 742    16.607 9    0.6684    0.6142 39
   5640.0 744    16.902 9    0.6684    0.6148 39
   5650.0 746    16.831 9    0.6891    0.6101 36
   5660.0 748    15.903 9    0.6686    0.6081 36
   5670.0 750    16.953 9    0.6841    0.6107 36
   5680.0 752    16.866 9    0.6923    0.6110 38
   5690.0 754    16.385 9    0.6873    0.6156 37
   5700.0 756    16.234 9    0.6873    0.6176 39
   5710.0 758    17.399 9    0.7241    0.6116 36
   5720.0 760    15.709 9    0.6838    0.6150 39
   5730.0 762    17.918 9    0.7092    0.6245 39
   5740.0 764    16.499 9    0.7016    0.6245 39
   5750.0 766    18.104 9    0.7172    0.6276 39
   5760.0 768    17.240 9    0.7172    0.6325 40
   5770.0 770    17.141 9    0.7002    0.6316 40
   5780.0 772    16.526 9    0.6997    0.6357 43
   5790.0 774    17.183 9    0.7027    0.6433 43
   5800.0 776    18.030 9    0.7192    0.6424 42
   5810.0 778    16.251 9    0.7174    0.6437 42
   5820.0 780    18.021 9    0.7174    0.6463 42
   5830.0 782    16.994 9    0.7101    0.6436 40
   5840.0 784    17.561 9    0.7305    0.6418 37
   5850.0 786    17.450 9    0.7352    0.6373 37
   5860.0 788    17.281 9    0.7363    0.6355 37
   5870.0 790    17.330 9    0.7365    0.6376 37
   5880.0 792    16.938 9    0.7365    0.6374 36
   5890.0 794    17.212 9    0.7301    0.6343 35
   5900.0 796    16.638 9    0.7213    0.6346 33
   5910.0 798    16.344 9    0.7085    0.6345 35
   5920.0 800    17.103 9    0.7192    0.6394 34
   5930.0 802    17.773 9    0.7307    0.6359 34
   5940.0 804    17.723 9    0.7307    0.6398 33
   5950.0 806    17.510 9    0.7582    0.6362 32
   5960.0 808    16.934 9    0.7518    0.6330 32
   5970.0 810    18.261 9    0.7689    0.6355 32
   5980.0 812    17.097 9    0.7651    0.6387 34
   5990.0 814    19.030 9    0.7808    0.6472 34
   6000.0 816    17.897 9    0.7808    0.6453 34
   6010.0 818    18.671 9    0.8180    0.6478 34
   6020.0 820    18.367 9    0.8293    0.6490 36
   6030.0 822    16.583 9    0.7957    0.6601 37
   6040.0 824    18.096 9    0.8005    0.6650 39
   6050.0 826    18.228 9    0.8067    0.6654 39
   6060.0 828    18.097 9    0.8067    0.6665 39
   6070.0 830    17.747 9    0.8072    0.6701 40
   6080.0 832    18.437 9    0.8142    0.6754 40
   6090.0 834    19.264 9    0.8414    0.6853 43
   6100.0 836    18.225 9    0.8353    0.6837 42
   6110.0 838    18.190 9    0.8304    0.6847 42
   6120.0 840    17.904 9    0.8304    0.6869 45
   6130.0 842    18.911 9    0.8526    0.6980 45
   6140.0 844    17.846 9    0.8386    0.6956 44
   6150.0 846    19.801 9    0.8709    0.6954 43
   6160.0 848    19.052 9    0.8792    0.6940 43
   6170.0 850    20.021 9    0.8884    0.6972 43
   6180.0 852    18.749 9    0.8820    0.6987 43
   6190.0 854    18.463 9    0.8779    0.6992 43
   6200.0 856    19.135 9    0.8788    0.7013 43
   6210.0 858    20.069 10    0.7980    0.6305 39
   6220.0 860    19.130 10    0.7994    0.6305 39
   6230.0 862    18.857 10    0.8001    0.6326 39
   6240.0 864    19.332 10    0.8027    0.6365 39
   6250.0 866    19.088 10    0.8025    0.6389 39
   6260.0 868    17.934 10    0.7998    0.6382 39
   6270.0 870    19.309 16    0.5027    0.4415 43
   6280.0 872    19.188 16    0.5048    0.4774 49
   6290.0 874    18.463 16    0.5054    0.4773 49
   6300.0 876    17.506 16    0.5054    0.4754 49
   6310.0 878    17.400 16    0.4611    0.4767 49
   6320.0 880    17.359 16    0.4676    0.4762 48
   6330.0 882    16.635 16    0.4612    0.4729 47
   6340.0 884    17.916 16    0.4681    0.4737 47
   6345.0 885    17.652 16    0.4713    0.4730 47
   6355.0 877    15.541 16    0.4619    0.4719 47
   6365.0 871    17.791 16    0.4737    0.4686 46
   6375.0 866    17.366 16    0.4699    0.4620 45
   6385.0 861    17.531 16    0.4658    0.4591 38
   6395.0 856    16.218 16    0.4544    0.4133 25
   6405.0 850    16.099 16    0.4470    0.3986 26
   6415.0 846    16.742 16    0.4433    0.3985 26
   6425.0 841    16.028 16    0.4143    0.3999 28
   6435.0 834    15.897 16    0.4108    0.3977 28
   6445.0 830    15.293 16    0.4029    0.3974 29
   6455.0 827    15.738 16    0.4015    0.3996 29
   6465.0 825    15.432 16    0.3994    0.3987 29
   6475.0 823    15.881 16    0.3992    0.3975 29
   6485.0 819    15.681 16    0.4194    0.3951 28
   6495.0 818    15.392 16    0.3952    0.3997 31
   6505.0 816    15.338 16    0.3892    0.4024 31
   6515.0 814    15.466 16    0.3905    0.4003 31
   6525.0 811    15.340 16    0.3887    0.3953 30
   6535.0 806    15.548 16    0.3885    0.3938 30
   6545.0 804    15.336 16    0.3784    0.3902 28
   6555.0 798    14.613 16    0.3655    0.3880 28
   6565.0 793    14.407 16    0.3568    0.3818 27
   6575.0 788    16.015 16    0.3675    0.3803 28
   6585.0 780    14.353 16    0.3598    0.3783 28
   6595.0 775    13.929 16    0.3529    0.3757 28
   6605.0 773    14.666 16    0.3326    0.3774 29
   6615.0 770    14.685 16    0.3412    0.3695 25
   6625.0 764    13.948 16    0.3344    0.3677 26
   6635.0 760    14.648 16    0.3397    0.3665 26
   6645.0 758    14.353 16    0.3371    0.3637 25
   6655.0 753    14.008 16    0.3352    0.3652 27
   6665.0 751    14.140 16    0.3319    0.3615 25
   6675.0 743    14.937 16    0.3336    0.3583 26
   6685.0 736    14.120 16    0.3294    0.3586 27
   6695.0 734    14.237 16    0.3282    0.3582 26
   6705.0 729    14.307 16    0.3280    0.3556 26
   6715.0 725    13.604 16    0.3253    0.3532 26
   6725.0 721    14.687 16    0.3451    0.3488 24
   6735.0 720    14.600 16    0.3244    0.3425 23
   6745.0 717    13.874 16    0.3189    0.3386 22
   6755.0 716    14.603 16    0.3205    0.3414 24
   6765.0 711    14.147 16    0.3181    0.3404 24
   6775.0 706    13.566 16    0.3143    0.3378 24
   6785.0 699    13.626 16    0.3146    0.3378 24
   6795.0 697    12.795 16    0.2847    0.3350 24
   6805.0 695    13.930 16    0.2881    0.3317 23
   6815.0 691    13.478 16    0.2882    0.3291 23
   6825.0 689    12.675 16    0.2826    0.3307 24
   6835.0 684    13.625 16    0.2838    0.3309 24
   6845.0 680    12.779 16    0.2800    0.3275 23
   6855.0 673    13.544 16    0.2862    0.3233 23
   6865.0 668    13.219 16    0.2825    0.3205 23
   6875.0 666    13.141 16    0.2780    0.3151 21
   6885.0 660    12.897 16    0.2741    0.3159 22
   6895.0 655    12.793 16    0.2700    0.3149 22
   6905.0 649    13.527 16    0.2624    0.3093 20
   6915.0 646    12.964 16    0.2613    0.3030 19
   6925.0 642    12.968 16    0.2585    0.3000 19
   6935.0 641    12.638 16    0.2552    0.2988 19
   6945.0 638    13.217 16    0.2563    0.2976 19
   6955.0 633    12.454 16    0.2532    0.2977 19
   6965.0 632    12.999 16    0.2493    0.2980 20
   6975.0 629    12.482 16    0.2409    0.2982 20
   6985.0 627    12.715 16    0.2433    0.2965 20
   6995.0 624    12.713 16    0.2446    0.2972 20
   7005.0 620    12.282 16    0.2419    0.2941 19
   7015.0 620    11.830 16    0.2387    0.2925 19
   7025.0 610    12.767 16    0.2288    0.2903 19
   7025.0 610    12.767 16    0.2288    0.2903 19
   7030.0 611    12.933 16    0.2312    0.2873 19
   7040.0 613    12.363 16    0.2315    0.2899 21
   7050.0 615    12.420 16    0.2327    0.2935 21
   7060.0 617    13.163 16    0.2358    0.2935 20
   7070.0 619    12.556 16    0.2379    0.2939 20
   7080.0 621    11.943 16    0.2379    0.2955 21
   7090.0 623    12.986 16    0.2518    0.2972 21
   7100.0 625    12.486 16    0.2461    0.2992 21
   7110.0 627    12.499 16    0.2453    0.3012 22
   7120.0 629    12.739 16    0.2458    0.3046 23
   7130.0 631    12.297 16    0.2444    0.3089 23
   7140.0 633    12.615 16    0.2444    0.3087 24
   7150.0 635    12.757 16    0.2440    0.3106 24
   7160.0 637    12.567 16    0.2455    0.3081 23
   7170.0 639    13.559 16    0.2536    0.3106 23
   7180.0 641    12.461 16    0.2531    0.3139 24
   7190.0 643    12.839 16    0.2534    0.3164 25
   7200.0 645    12.133 16    0.2534    0.3183 25
   7210.0 647    12.483 16    0.2534    0.3153 23
   7220.0 649    12.650 16    0.2492    0.3130 23
   7230.0 651    12.354 16    0.2473    0.3124 23
   7240.0 653    12.886 16    0.2490    0.3159 22
   7250.0 655    12.856 16    0.2510    0.3122 22
   7260.0 657    12.773 16    0.2510    0.3158 23
   7270.0 659    12.746 16    0.2696    0.3122 21
   7280.0 661    12.394 16    0.2572    0.3101 21
   7290.0 663    12.511 16    0.2560    0.3158 23
   7300.0 665    12.643 16    0.2574    0.3185 22
   7310.0 667    12.423 16    0.2565    0.3159 22
   7320.0 669    13.204 16    0.2565    0.3160 22
   7330.0 671    13.037 16    0.2685    0.3156 20
   7340.0 673    12.930 16    0.2658    0.3148 20
   7350.0 675    12.826 16    0.2663    0.3148 20
   7360.0 677    12.777 16    0.2647    0.3176 21
   7370.0 679    11.959 16    0.2610    0.3202 21
   7380.0 681    13.224 16    0.2610    0.3184 21
   7390.0 683    12.512 16    0.2627    0.3190 20
   7400.0 685    13.080 16    0.2713    0.3167 20
   7410.0 687    12.283 16    0.2643    0.3190 19
   7420.0 689    12.626 16    0.2656    0.3201 21
   7430.0 691    12.767 16    0.2672    0.3205 21
   7440.0 693    12.885 16    0.2672    0.3211 21
   7450.0 695    12.891 16    0.2718    0.3224 20
   7460.0 697    12.916 16    0.2769    0.3230 20
   7470.0 699    12.766 16    0.2754    0.3231 21
   7480.0 701    13.092 16    0.2767    0.3247 20
   7490.0 703    12.463 16    0.2749    0.3265 22
   7500.0 705    12.697 16    0.2749    0.3330 22
   7510.0 707    12.927 16    0.2801    0.3302 21
   7520.0 709    12.825 16    0.2851    0.3297 21
   7530.0 711    13.188 16    0.2833    0.3314 22
   7540.0 713    13.023 16    0.2843    0.3311 21
   7550.0 715    12.670 16    0.2834    0.3324 21
   7560.0 717    13.331 16    0.2834    0.3343 21
   7570.0 719    12.955 16    0.2823    0.3384 24
   7580.0 721    12.866 16    0.2804    0.3447 24
   7590.0 723    13.168 16    0.2840    0.3465 25
   7600.0 725    12.508 16    0.2821    0.3460 25
   7610.0 727    12.964 16    0.2857    0.3466 23
   7620.0 729    12.700 16    0.2857    0.3427 23
   7630.0 731    12.430 16    0.2777    0.3420 22
   7640.0 733    12.643 16    0.2811    0.3401 22
   7650.0 735    13.098 16    0.2873    0.3408 22
   7660.0 737    12.874 16    0.2889    0.3447 23
   7670.0 739    13.397 16    0.2911    0.3497 24
   7680.0 741    13.140 16    0.2911    0.3500 25
   7690.0 743    13.398 16    0.3104    0.3519 23
   7700.0 745    13.168 16    0.3037    0.3516 24
   7710.0 747    12.801 16    0.2996    0.3518 23
   7720.0 749    13.063 16    0.2997    0.3560 25
   7730.0 751    13.251 16    0.3009    0.3565 26
   7740.0 753    12.585 16    0.3009    0.3609 29
   7750.0 755    12.706 16    0.2923    0.3700 29
   7760.0 757    12.770 16    0.2913    0.3726 29
   7770.0 759    12.951 16    0.2939    0.3716 28
   7780.0 761    13.828 16    0.3005    0.3724 28
   7790.0 763    13.523 16    0.3025    0.3730 28
   7800.0 765    13.242 16    0.3025    0.3730 28
   7810.0 767    12.732 16    0.2986    0.3678 25
   7820.0 769    13.010 16    0.3002    0.3654 26
   7830.0 771    13.230 16    0.3054    0.3706 27
   7840.0 773    13.318 16    0.3077    0.3687 27
   7850.0 775    12.650 16    0.3075    0.3748 28
   7860.0 777    13.193 16    0.3075    0.3753 27
   7870.0 779    13.192 16    0.3243    0.3700 27
   7880.0 781    13.278 16    0.3215    0.3719 26
   7890.0 783    13.725 16    0.3248    0.3775 28
   7900.0 785    12.968 16    0.3198    0.3796 28
   7910.0 787    12.982 16    0.3194    0.3820 29
   7920.0 789    13.441 16    0.3194    0.3818 29
   7930.0 791    13.299 16    0.3305    0.3903 31
   7940.0 793    12.810 16    0.3222    0.3922 30
   7950.0 795    12.906 16    0.3202    0.3880 30
   7960.0 797    13.432 16    0.3232    0.3886 29
   7970.0 799    14.102 16    0.3275    0.3859 28
   7980.0 801    13.426 16    0.3275    0.3865 30
   7990.0 803    13.212 16    0.3202    0.3857 27
   8000.0 805    13.153 16    0.3219    0.3852 28
   8010.0 807    13.549 16    0.3261    0.3893 30
   8020.0 809    13.009 16    0.3251    0.3939 30
   8030.0 811    12.777 16    0.3228    0.3935 29
   8040.0 813    12.942 16    0.3228    0.3923 29
   8050.0 815    13.508 16    0.3358    0.3887 27
   8060.0 817    13.247 16    0.3297    0.3863 27
   8070.0 819    13.633 16    0.3351    0.3884 27
   8080.0 821    13.567 16    0.3395    0.3895 27
   8090.0 823    13.869 16    0.3422    0.3905 27
   8100.0 825    14.008 16    0.3422    0.3892 26
   8110.0 827    14.040 16    0.3586    0.3867 25
   8120.0 829    14.238 16    0.3604    0.3868 24
   8130.0 831    13.600 16    0.3553    0.3838 23
   8140.0 833    13.919 16    0.3570    0.3829 24
   8150.0 835    13.850 16    0.3562    0.3863 24
   8160.0 837    13.603 16    0.3562    0.3856 25
   8170.0 839    13.065 16    0.3417    0.3873 25
   8180.0 841    13.144 16    0.3409    0.3901 25
   8190.0 843    13.217 16    0.3423    0.3916 25
   8200.0 845    13.338 16    0.3414    0.3941 25
   8210.0 847    13.216 16    0.3398    0.3941 25
   8220.0 849    13.350 16    0.3398    0.3943 25
   8230.0 851    13.903 16    0.3582    0.3913 24
   8240.0 853    13.040 16    0.3488    0.3943 24
   8250.0 855    13.308 16    0.3485    0.3932 24
   8260.0 857    13.453 16    0.3512    0.3910 23
   8270.0 859    13.933 16    0.3526    0.3900 24
   8280.0 861    13.692 16    0.3526    0.3940 23
   8290.0 863    12.806 16    0.3392    0.3922 22
   8300.0 865    13.203 16    0.3438    0.3922 23
   8310.0 867    14.158 16    0.3569    0.3963 24
   8320.0 869    14.086 16    0.3635    0.3980 24
   8330.0 871    14.030 16    0.3658    0.4004 25
   8340.0 873    13.180 16    0.3658    0.4056 25
   8350.0 875    13.049 16    0.3515    0.4018 24
   8360.0 877    14.397 16    0.3730    0.3980 23
   8370.0 879    13.986 16    0.3747    0.4038 25
   8380.0 881    13.562 16    0.3727    0.4048 25
   8390.0 883    14.002 16    0.3735    0.4045 25
   8400.0 885    13.453 16    0.3735    0.4080 26
   8410.0 887    13.983 16    0.3831    0.4097 25
   8420.0 889    13.806 16    0.3825    0.4093 25
   8430.0 891    14.056 16    0.3899    0.4073 24
   8440.0 893    14.024 16    0.3871    0.4096 26
   8450.0 895    13.839 16    0.3854    0.4179 27
   8460.0 897    13.930 16    0.3854    0.4157 27
   8470.0 899    13.902 16    0.3812    0.4147 25
   8475.0 900    14.083 16    0.3829    0.4139 25
   8485.0 894    14.181 16    0.3866    0.4130 26
   8495.0 890    13.883 16    0.3854    0.4130 26
   8505.0 887    14.600 16    0.3878    0.4128 26
   8515.0 884    13.135 16    0.3837    0.4119 26
   8525.0 881    13.863 16    0.3796    0.4099 26
   8535.0 877    13.724 16    0.3737    0.4090 26
   8545.0 871    13.246 16    0.3662    0.4089 26
   8555.0 867    14.007 16    0.3703    0.4059 26
   8565.0 863    14.114 16    0.3727    0.4004 24
   8575.0 861    13.744 16    0.3728    0.3958 24
   8585.0 856    13.414 16    0.3579    0.3949 23
   8595.0 853    13.565 16    0.3609    0.3928 23
   8605.0 849    13.953 16    0.3710    0.3896 22
   8615.0 848    13.604 16    0.3679    0.3874 22
   8625.0 842    13.169 16    0.3616    0.3847 23
   8635.0 840    14.143 16    0.3631    0.3835 22
   8645.0 839    13.099 16    0.3283    0.3807 20
   8655.0 831    12.970 16    0.3272    0.3721 20
   8665.0 828    13.340 16    0.3314    0.3701 20
   8675.0 825    13.255 16    0.3327    0.3696 20
   8685.0 820    13.322 16    0.3331    0.3691 21
   8695.0 818    13.514 16    0.3341    0.3693 21
   8705.0 811    13.225 16    0.3487    0.3712 22
   8715.0 804    13.588 16    0.3431    0.3714 23
   8725.0 799    13.185 16    0.3357    0.3676 23
   8735.0 795    12.920 16    0.3324    0.3679 23
   8745.0 792    12.957 16    0.3297    0.3669 22
   8755.0 791    13.272 16    0.3281    0.3652 22
   8765.0 787    12.922 16    0.2992    0.3629 21
   8775.0 786    13.121 16    0.3124    0.3612 21
   8785.0 782    12.557 16    0.3071    0.3580 21
   8795.0 778    13.024 16    0.3089    0.3572 21
   8805.0 777    13.144 16    0.3093    0.3526 20
   8815.0 774    12.861 16    0.3087    0.3518 20
   8825.0 770    13.131 16    0.2988    0.3478 18
   8835.0 765    13.058 16    0.3018    0.3433 17
   8845.0 764    13.056 16    0.3074    0.3410 18
   8855.0 759    13.157 16    0.3054    0.3409 18
   8865.0 756    13.489 16    0.3079    0.3404 18
   8875.0 753    13.257 16    0.3068    0.3396 19
   8885.0 749    12.672 16    0.3098    0.3405 19
   8895.0 743    13.317 16    0.3049    0.3385 19
   8905.0 742    13.245 16    0.3009    0.3362 19
   8915.0 741    12.865 16    0.2977    0.3360 20
   8925.0 739    12.516 16    0.2953    0.3374 20
   8935.0 733    13.123 16    0.2973    0.3363 20
   8945.0 729    12.736 16    0.2926    0.3342 20
   8955.0 729    12.363 16    0.2826    0.3386 21
   8965.0 725    12.207 16    0.2776    0.3392 21
   8975.0 723    12.736 16    0.2781    0.3367 21
   8985.0 718    13.413 16    0.2842    0.3338 21
   8995.0 716    13.268 16    0.2861    0.3320 20
   9005.0 710    12.896 16    0.2837    0.3292 19
   9015.0 704    12.332 16    0.2725    0.3234 19
   9025.0 700    12.736 16    0.2759    0.3219 19
   9035.0 695    13.457 16    0.2806    0.3176 19
   9045.0 690    12.616 16    0.2786    0.3167 19
   9055.0 687    12.895 16    0.2777    0.3154 19
   9065.0 684    12.425 16    0.2570    0.3141 18
   9075.0 681    13.238 16    0.2754    0.3088 17
   9085.0 675    12.589 16    0.2699    0.3057 17
   9095.0 670    12.709 16    0.2677    0.3052 18
   9105.0 667    12.979 16    0.2658    0.3048 18
   9115.0 665    12.256 16    0.2644    0.3049 19
   9125.0 660    12.785 16    0.2649    0.3068 19
   9135.0 654    13.142 16    0.2704    0.3030 18
   9145.0 650    13.096 16    0.2682    0.3019 19
   9155.0 644    12.583 16    0.2636    0.3001 19
   9165.0 640    13.638 16    0.2640    0.2998 20
   9175.0 638    12.573 16    0.2614    0.3012 21
   9185.0 636    12.271 16    0.2446    0.3017 20
   9195.0 633    12.493 16    0.2429    0.3002 21
   9205.0 630    11.957 16    0.2357    0.3004 21
   9215.0 628    11.995 16    0.2336    0.2977 20
   9225.0 621    12.623 16    0.2360    0.2963 20
   9235.0 618    11.878 16    0.2345    0.2957 20
   9245.0 617    12.415 16    0.2396    0.2910 19
   9255.0 613    11.808 16    0.2282    0.2861 18
   9265.0 609    12.622 16    0.2334    0.2840 18
   9275.0 607    12.180 16    0.2321    0.2833 18
   9285.0 600    12.307 16    0.2305    0.2810 17
   9295.0 594    12.224 16    0.2286    0.2774 17
   9305.0 587    12.555 16    0.2421    0.2732 16
   9315.0 585    12.364 16    0.2292    0.2664 15
   9325.0 583    12.181 16    0.2221    0.2663 16
   9335.0 577    11.473 16    0.2162    0.2657 16
   9345.0 574    11.851 16    0.2135    0.2675 17
   9355.0 569    12.264 16    0.2142    0.2642 17
   9365.0 563    12.450 16    0.2073    0.2639 17
   9375.0 561    12.279 16    0.2107    0.2641 17
   9385.0 558    11.993 16    0.2091    0.2601 16
   9395.0 554    12.472 16    0.2109    0.2597 16
   9405.0 549    11.824 16    0.2088    0.2594 17
   9415.0 542    12.187 16    0.2087    0.2572 17
   9425.0 537    11.945 16    0.1935    0.2563 17
   9435.0 530    11.770 16    0.1885    0.2516 17
   9445.0 528    11.969 16    0.1902    0.2498 17
   9455.0 527    11.406 16    0.1881    0.2490 16
   9465.0 523    12.443 16    0.1904    0.2447 16
   9475.0 520    12.040 16    0.1911    0.2459 16
   9485.0 516    11.676 16    0.1867    0.2430 14
   9495.0 511    11.462 16    0.1861    0.2348 14
   9505.0 508    11.277 16    0.1832    0.2333 14
   9515.0 506    11.869 16    0.1840    0.2340 14
   9525.0 505    11.034 16    0.1822    0.2330 14
   9535.0 503    11.887 16    0.1822    0.2317 14
   9545.0 500    11.537 16    0.1732    0.2301 13
   9555.0 495    11.877 16    0.1781    0.2259 12
   9565.0 489    11.860 16    0.1765    0.2208 12
   9575.0 485    11.257 16    0.1741    0.2185 12
   9585.0 478    11.362 16    0.1734    0.2183 12
   9595.0 474    11.508 16    0.1720    0.2142 12
   9605.0 471    12.153 16    0.1832    0.2131 11
   9605.0 471    12.153 16    0.1832    0.2131 11
   9610.0 472    11.969 16    0.1812    0.2098 11
   9620.0 474    11.060 16    0.1720    0.2128 11
   9630.0 476    11.964 16    0.1719    0.2131 12
   9640.0 478    12.077 16    0.1750    0.2151 11
   9650.0 480    11.502 16    0.1736    0.2162 11
   9660.0 482    11.768 16    0.1736    0.2165 11
   9670.0 484    11.695 16    0.1786    0.2145 11
   9680.0 486    11.819 16    0.1778    0.2148 11
   9690.0 488    11.707 16    0.1795    0.2179 11
   9700.0 490    11.788 16    0.1784    0.2179 11
   9710.0 492    12.442 16    0.1800    0.2182 11
   9720.0 494    11.481 16    0.1800    0.2194 11
   9730.0 496    11.976 16    0.1834    0.2219 12
   9740.0 498    11.357 16    0.1791    0.2248 12
   9750.0 500    12.142 16    0.1828    0.2257 12
   9760.0 502    12.188 16    0.1850    0.2257 12
   9770.0 504    12.061 16    0.1850    0.2287 13
   9780.0 506    11.580 16    0.1850    0.2309 13
   9790.0 508    11.693 16    0.1768    0.2322 13
   9800.0 510    12.414 16    0.1853    0.2325 13
   9810.0 512    12.232 16    0.1898    0.2327 14
   9820.0 514    11.463 16    0.1886    0.2363 14
   9830.0 516    11.716 16    0.1878    0.2378 14
   9840.0 518    11.917 16    0.1878    0.2382 15
   9850.0 520    11.641 16    0.1817    0.2408 15
   9860.0 522    12.405 16    0.1891    0.2404 15
   9870.0 524    12.440 16    0.1936    0.2433 16
   9880.0 526    12.322 16    0.1953    0.2461 16
   9890.0 528    11.948 16    0.1953    0.2466 16
   9900.0 530    11.828 16    0.1953    0.2484 17
   9910.0 532    12.319 16    0.1999    0.2501 16
   9920.0 534    12.482 16    0.2003    0.2495 17
   9930.0 536    11.989 16    0.1990    0.2540 18
   9940.0 538    11.687 16    0.1999    0.2559 18
   9950.0 540    11.508 16    0.1991    0.2571 18
   9960.0 542    12.286 16    0.1991    0.2581 18
   9970.0 544    12.260 16    0.2077    0.2587 19
   9980.0 546    11.680 16    0.2024    0.2607 18
   9990.0 548    12.794 16    0.2068    0.2608 18
  10000.0 550    11.813 16    0.2054    0.2607 18
  10010.0 552    11.890 16    0.2044    0.2628 18
  10020.0 554    12.081 16    0.2044    0.2615 18
  10030.0 556    12.239 16    0.2089    0.2651 19
  10040.0 558    11.913 16    0.2105    0.2663 19
  10050.0 560    12.194 16    0.2099    0.2671 18
  10060.0 562    12.619 16    0.2119    0.2672 18
  10070.0 564    11.746 16    0.2107    0.2672 18
  10080.0 566    12.358 16    0.2107    0.2693 20
  10090.0 568    12.396 16    0.2177    0.2742 20
  10100.0 570    11.737 16    0.2125    0.2755 21
  10110.0 572    12.288 16    0.2150    0.2784 21
  10120.0 574    12.550 16    0.2177    0.2806 22
  10130.0 576    12.212 16    0.2168    0.2828 22
  10140.0 578    12.809 16    0.2168    0.2838 22
  10150.0 580    12.365 16    0.2180    0.2788 20
  10160.0 582    12.208 16    0.2176    0.2801 20
  10170.0 584    12.251 16    0.2169    0.2805 21
  10180.0 586    12.208 16    0.2167    0.2833 21
  10190.0 588    12.744 16    0.2193    0.2859 21
  10200.0 590    12.882 16    0.2193    0.2862 22
  10210.0 592    12.096 16    0.2217    0.2856 21
  10220.0 594    12.244 16    0.2207    0.2881 21
  10230.0 596    12.405 16    0.2234    0.2883 23
  10240.0 598    12.952 16    0.2280    0.2947 23
  10250.0 600    12.580 16    0.2281    0.2961 23
  10260.0 602    12.735 16    0.2281    0.2975 23
  10270.0 604    12.570 16    0.2398    0.2948 22
  10280.0 606    12.653 16    0.2345    0.2972 24
  10290.0 608    13.114 16    0.2391    0.2993 23
  10300.0 610    12.255 16    0.2364    0.2986 24
  10310.0 612    12.688 16    0.2379    0.3017 25
  10320.0 614    12.244 16    0.2379    0.3047 24
  10330.0 616    12.718 16    0.2369    0.3030 23
  10340.0 618    12.254 16    0.2340    0.3028 24
  10350.0 620    12.394 16    0.2356    0.3044 23
  10360.0 622    12.155 16    0.2337    0.3029 24
  10370.0 624    12.219 16    0.2333    0.3073 24
  10380.0 626    12.221 16    0.2333    0.3074 24
  10390.0 628    12.601 16    0.2492    0.3064 23
  10400.0 630    11.933 16    0.2407    0.3029 22
  10410.0 632    12.434 16    0.2428    0.3056 22
  10420.0 634    12.840 16    0.2440    0.3067 22
  10430.0 636    12.608 16    0.2435    0.3034 21
  10440.0 638    12.361 16    0.2435    0.3020 21
  10450.0 640    12.270 16    0.2389    0.3014 20
  10460.0 642    12.186 16    0.2417    0.2997 19
  10470.0 644    12.549 16    0.2429    0.2982 19
  10480.0 646    12.360 16    0.2448    0.2993 17
  10490.0 648    12.067 16    0.2434    0.2970 18
  10500.0 650    13.087 16    0.2434    0.3006 19
  10510.0 652    12.624 16    0.2505    0.3030 20
  10520.0 654    12.289 16    0.2480    0.3082 20
  10530.0 656    12.450 16    0.2490    0.3088 21
  10540.0 658    13.103 16    0.2539    0.3122 21
  10550.0 660    13.257 16    0.2579    0.3121 21
  10560.0 662    12.534 16    0.2579    0.3126 21
  10570.0 664    12.520 16    0.2522    0.3100 21
  10580.0 666    12.855 16    0.2527    0.3139 21
  10590.0 668    12.475 16    0.2517    0.3192 25
  10600.0 670    12.571 16    0.2548    0.3259 25
  10610.0 672    12.873 16    0.2575    0.3280 25
  10620.0 674    12.952 16    0.2575    0.3271 24
  10630.0 676    13.026 16    0.2691    0.3224 21
  10640.0 678    12.838 16    0.2700    0.3169 21
