time, nusers, response_time, n_servers, global_load_avg, global_mem_util, avg_num_apps_per_server, entertainment_cpu, entertainment_mem, noverloadedservers, ndeferredsessions, nrejectedsessions, nabortedsessions, weighted_avg_CPU, weighted_avg_MEM, ac_w 
  12640.0, 514,     0.058, 16,    0.4691,    0.4026, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4616,    0.4002, 0.1000 
  12650.0, 508,     0.054, 16,    0.4693,    0.3993, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4725,    0.3969, 0.1000 
  12660.0, 506,     0.054, 16,    0.4686,    0.3976, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4717,    0.3900, 0.1000 
  12670.0, 500,     0.050, 16,    0.4466,    0.3950, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4207,    0.3945, 0.1000 
  12680.0, 498,     0.055, 16,    0.4532,    0.3925, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4445,    0.3891, 0.1000 
  12690.0, 490,     0.054, 16,    0.4547,    0.3892, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4560,    0.3822, 0.1000 
  12700.0, 486,     0.051, 16,    0.4531,    0.3867, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4580,    0.3826, 0.1000 
  12710.0, 482,     0.059, 16,    0.4563,    0.3852, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4543,    0.3813, 0.1000 
  12720.0, 480,     0.050, 16,    0.4534,    0.3850, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4559,    0.3828, 0.1000 
  12730.0, 477,     0.051, 16,    0.4383,    0.3820, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4362,    0.3800, 0.1000 
  12740.0, 475,     0.049, 16,    0.4322,    0.3812, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4096,    0.3760, 0.1000 
  12750.0, 472,     0.048, 16,    0.4307,    0.3799, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4201,    0.3792, 0.1000 
  12760.0, 470,     0.047, 16,    0.4274,    0.3792, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4220,    0.3780, 0.1000 
  12770.0, 465,     0.053, 16,    0.4280,    0.3766, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4257,    0.3717, 0.1000 
  12780.0, 464,     0.050, 16,    0.4246,    0.3760, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4214,    0.3736, 0.1000 
  12790.0, 459,     0.048, 16,    0.4246,    0.3741, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4047,    0.3716, 0.1000 
  12800.0, 456,     0.048, 16,    0.4144,    0.3727, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4171,    0.3701, 0.1000 
  12810.0, 455,     0.048, 16,    0.4133,    0.3704, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4087,    0.3692, 0.1000 
  12820.0, 453,     0.050, 16,    0.4143,    0.3699, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4087,    0.3654, 0.1000 
  12830.0, 450,     0.051, 16,    0.4168,    0.3684, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4150,    0.3680, 0.1000 
  12840.0, 450,     0.051, 16,    0.4153,    0.3691, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4169,    0.3651, 0.1000 
  12850.0, 449,     0.050, 16,    0.4012,    0.3680, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3787,    0.3669, 0.1000 
  12860.0, 447,     0.051, 16,    0.4144,    0.3688, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4115,    0.3694, 0.1000 
  12870.0, 440,     0.051, 16,    0.4079,    0.3643, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4150,    0.3602, 0.1000 
  12880.0, 436,     0.048, 16,    0.4038,    0.3641, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4010,    0.3618, 0.1000 
  12890.0, 432,     0.045, 16,    0.3999,    0.3611, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3962,    0.3581, 0.1000 
  12900.0, 428,     0.046, 16,    0.3963,    0.3589, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3894,    0.3522, 0.1000 
  12910.0, 423,     0.045, 16,    0.3717,    0.3555, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3657,    0.3517, 0.1000 
  12920.0, 420,     0.045, 16,    0.3743,    0.3544, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3513,    0.3516, 0.1000 
  12930.0, 413,     0.050, 16,    0.3773,    0.3530, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3699,    0.3505, 0.1000 
  12940.0, 412,     0.049, 16,    0.3800,    0.3504, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3759,    0.3492, 0.1000 
  12950.0, 404,     0.042, 16,    0.3751,    0.3471, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3777,    0.3453, 0.1000 
  12960.0, 403,     0.046, 16,    0.3716,    0.3463, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3689,    0.3407, 0.1000 
  12970.0, 402,     0.046, 16,    0.3887,    0.3464, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.4065,    0.3454, 0.1000 
  12980.0, 398,     0.045, 16,    0.3759,    0.3430, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3787,    0.3385, 0.1000 
  12990.0, 397,     0.049, 16,    0.3767,    0.3430, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3706,    0.3418, 0.1000 
  13000.0, 392,     0.052, 16,    0.3800,    0.3409, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3747,    0.3395, 0.1000 
  13010.0, 388,     0.043, 16,    0.3738,    0.3405, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3734,    0.3389, 0.1000 
  13020.0, 385,     0.045, 16,    0.3721,    0.3365, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3678,    0.3309, 0.1000 
  13030.0, 380,     0.046, 16,    0.3463,    0.3358, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3487,    0.3336, 0.1000 
  13040.0, 375,     0.048, 16,    0.3462,    0.3326, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3147,    0.3282, 0.1000 
  13040.0, 375,     0.048, 16,    0.3462,    0.3326, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3147,    0.3282, 0.1000 
  13060.0, 380,     0.047, 16,    0.3503,    0.3330, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3441,    0.3324, 0.1000 
  13080.0, 385,     0.045, 16,    0.3506,    0.3357, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3513,    0.3377, 0.1000 
  13100.0, 390,     0.044, 16,    0.3454,    0.3381, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3433,    0.3401, 0.1000 
  13120.0, 395,     0.045, 16,    0.3469,    0.3404, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3542,    0.3434, 0.1000 
  13140.0, 400,     0.044, 16,    0.3523,    0.3437, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3562,    0.3462, 0.1000 
  13160.0, 405,     0.041, 16,    0.3565,    0.3460, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3507,    0.3490, 0.1000 
  13180.0, 410,     0.045, 16,    0.3619,    0.3481, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3659,    0.3503, 0.1000 
  13200.0, 415,     0.045, 16,    0.3639,    0.3507, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3686,    0.3512, 0.1000 
  13220.0, 420,     0.045, 16,    0.3734,    0.3543, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3820,    0.3567, 0.1000 
  13240.0, 425,     0.050, 16,    0.3783,    0.3553, 71,    0.0000,    0.0041, 0, 0, 0, 0,    0.3773,    0.3567, 0.1000 
  13260.0, 430,     0.046, 16,    0.3803,    0.3590, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.3846,    0.3610, 0.1000 
  13280.0, 435,     0.047, 16,    0.3927,    0.3607, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4012,    0.3624, 0.1000 
  13300.0, 440,     0.048, 16,    0.3966,    0.3634, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.3983,    0.3648, 0.1000 
  13320.0, 445,     0.047, 16,    0.3960,    0.3659, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.3941,    0.3667, 0.1000 
  13340.0, 450,     0.049, 16,    0.4179,    0.3686, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4161,    0.3709, 0.1000 
  13360.0, 455,     0.054, 16,    0.4255,    0.3708, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4280,    0.3717, 0.1000 
  13380.0, 460,     0.049, 16,    0.4215,    0.3730, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4222,    0.3741, 0.1000 
  13400.0, 465,     0.049, 16,    0.4252,    0.3760, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4249,    0.3786, 0.1000 
  13420.0, 470,     0.051, 16,    0.4228,    0.3785, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4202,    0.3816, 0.1000 
  13440.0, 475,     0.052, 16,    0.4257,    0.3823, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4258,    0.3852, 0.1000 
  13460.0, 480,     0.053, 16,    0.4432,    0.3834, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4486,    0.3845, 0.1000 
  13480.0, 485,     0.053, 16,    0.4418,    0.3858, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4431,    0.3889, 0.1000 
  13500.0, 490,     0.055, 16,    0.4409,    0.3889, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4411,    0.3891, 0.1000 
  13520.0, 495,     0.055, 16,    0.4574,    0.3913, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4582,    0.3944, 0.1000 
  13540.0, 500,     0.053, 16,    0.4584,    0.3933, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4547,    0.3953, 0.1000 
  13560.0, 505,     0.050, 16,    0.4540,    0.3960, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4508,    0.3994, 0.1000 
  13580.0, 510,     0.053, 16,    0.4542,    0.3996, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4527,    0.4016, 0.1000 
  13600.0, 515,     0.056, 16,    0.4595,    0.4015, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4686,    0.4032, 0.1000 
  13620.0, 520,     0.064, 16,    0.4742,    0.4040, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4897,    0.4041, 0.1000 
  13640.0, 525,     0.058, 16,    0.4820,    0.4066, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4784,    0.4088, 0.1000 
  13660.0, 530,     0.061, 16,    0.4847,    0.4091, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4821,    0.4103, 0.1000 
  13680.0, 535,     0.056, 16,    0.4858,    0.4109, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4855,    0.4131, 0.1000 
  13700.0, 540,     0.057, 16,    0.5025,    0.4144, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5180,    0.4166, 0.1000 
  13720.0, 545,     0.056, 16,    0.4952,    0.4174, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5058,    0.4197, 0.1000 
  13740.0, 550,     0.056, 16,    0.4931,    0.4191, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4875,    0.4225, 0.1000 
  13760.0, 555,     0.056, 16,    0.4843,    0.4212, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4860,    0.4229, 0.1000 
  13780.0, 560,     0.056, 16,    0.4929,    0.4243, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5061,    0.4269, 0.1000 
  13800.0, 565,     0.057, 16,    0.4955,    0.4263, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4976,    0.4293, 0.1000 
  13820.0, 570,     0.059, 16,    0.5112,    0.4284, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5275,    0.4297, 0.1000 
  13840.0, 575,     0.061, 16,    0.5128,    0.4301, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5101,    0.4321, 0.1000 
  13860.0, 580,     0.061, 16,    0.5139,    0.4337, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5156,    0.4373, 0.1000 
  13880.0, 585,     0.059, 16,    0.5231,    0.4364, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5409,    0.4368, 0.1000 
  13900.0, 590,     0.067, 16,    0.5394,    0.4380, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5581,    0.4386, 0.1000 
  13920.0, 595,     0.061, 16,    0.5401,    0.4418, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5381,    0.4452, 0.1000 
  13940.0, 600,     0.059, 16,    0.5293,    0.4444, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5305,    0.4467, 0.1000 
  13960.0, 605,     0.065, 16,    0.5390,    0.4471, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5456,    0.4489, 0.1000 
  13980.0, 610,     0.060, 16,    0.5401,    0.4487, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5393,    0.4519, 0.1000 
  14000.0, 615,     0.065, 16,    0.5763,    0.4513, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5986,    0.4534, 0.1000 
  14020.0, 620,     0.065, 16,    0.5623,    0.4544, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5570,    0.4574, 0.1000 
  14040.0, 625,     0.066, 16,    0.5649,    0.4556, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5664,    0.4570, 0.1000 
  14060.0, 630,     0.066, 16,    0.5695,    0.4579, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5860,    0.4600, 0.1000 
  14080.0, 635,     0.067, 16,    0.5730,    0.4615, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5781,    0.4635, 0.1000 
  14100.0, 640,     0.068, 16,    0.5755,    0.4637, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5786,    0.4641, 0.1000 
  14120.0, 645,     0.065, 16,    0.5733,    0.4662, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5724,    0.4684, 0.1000 
  14140.0, 650,     0.066, 16,    0.5776,    0.4689, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5780,    0.4732, 0.1000 
  14160.0, 655,     0.068, 16,    0.5790,    0.4704, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5844,    0.4721, 0.1000 
  14180.0, 660,     0.072, 16,    0.5894,    0.4731, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5656,    0.4764, 0.1000 
  14200.0, 665,     0.074, 16,    0.5908,    0.4763, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5938,    0.4793, 0.1000 
  14220.0, 670,     0.072, 16,    0.5957,    0.4788, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5962,    0.4796, 0.1000 
  14240.0, 675,     0.076, 16,    0.6188,    0.4808, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.6349,    0.4828, 0.1000 
  14240.0, 675,     0.076, 16,    0.6188,    0.4808, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.6349,    0.4828, 0.1000 
  14250.0, 668,     0.075, 16,    0.6182,    0.4816, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.6296,    0.4845, 0.1000 
  14260.0, 665,     0.072, 16,    0.6185,    0.4805, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.6194,    0.4826, 0.1000 
  14270.0, 663,     0.073, 16,    0.6188,    0.4769, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.6223,    0.4724, 0.1000 
  14280.0, 663,     0.071, 16,    0.6167,    0.4767, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.6154,    0.4728, 0.1000 
  14290.0, 659,     0.072, 16,    0.6004,    0.4767, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5771,    0.4769, 0.1000 
  14300.0, 659,     0.067, 16,    0.5907,    0.4751, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5736,    0.4711, 0.1000 
  14310.0, 657,     0.071, 16,    0.5938,    0.4747, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5870,    0.4732, 0.1000 
  14320.0, 653,     0.071, 16,    0.5897,    0.4722, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5827,    0.4672, 0.1000 
  14330.0, 650,     0.068, 16,    0.5891,    0.4713, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5882,    0.4696, 0.1000 
  14340.0, 644,     0.071, 16,    0.5900,    0.4681, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5912,    0.4638, 0.1000 
  14350.0, 639,     0.072, 16,    0.6024,    0.4669, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.6084,    0.4631, 0.1000 
  14360.0, 637,     0.066, 16,    0.5845,    0.4630, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5827,    0.4606, 0.1000 
  14370.0, 634,     0.065, 16,    0.5755,    0.4620, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5660,    0.4605, 0.1000 
  14380.0, 633,     0.065, 16,    0.5757,    0.4619, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5643,    0.4565, 0.1000 
  14390.0, 631,     0.065, 16,    0.5749,    0.4618, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5703,    0.4580, 0.1000 
  14400.0, 626,     0.063, 16,    0.5713,    0.4603, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5679,    0.4579, 0.1000 
  14410.0, 624,     0.061, 16,    0.5689,    0.4579, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5781,    0.4582, 0.1000 
  14420.0, 620,     0.063, 16,    0.5659,    0.4568, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5570,    0.4533, 0.1000 
  14430.0, 618,     0.063, 16,    0.5584,    0.4556, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5579,    0.4533, 0.1000 
  14440.0, 617,     0.057, 16,    0.5523,    0.4532, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5406,    0.4496, 0.1000 
  14450.0, 614,     0.068, 16,    0.5595,    0.4523, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5514,    0.4489, 0.1000 
  14460.0, 608,     0.063, 16,    0.5581,    0.4521, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5588,    0.4534, 0.1000 
  14470.0, 607,     0.067, 16,    0.5642,    0.4486, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5569,    0.4459, 0.1000 
  14480.0, 604,     0.059, 16,    0.5506,    0.4482, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5579,    0.4474, 0.1000 
  14490.0, 601,     0.066, 16,    0.5553,    0.4462, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5491,    0.4445, 0.1000 
  14500.0, 600,     0.061, 16,    0.5515,    0.4455, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5533,    0.4414, 0.1000 
  14510.0, 598,     0.060, 16,    0.5467,    0.4456, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5432,    0.4438, 0.1000 
  14520.0, 593,     0.061, 16,    0.5439,    0.4426, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5408,    0.4426, 0.1000 
  14530.0, 588,     0.063, 16,    0.5289,    0.4399, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5325,    0.4355, 0.1000 
  14540.0, 586,     0.061, 16,    0.5202,    0.4388, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5016,    0.4350, 0.1000 
  14550.0, 585,     0.055, 16,    0.5135,    0.4383, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4983,    0.4347, 0.1000 
  14560.0, 582,     0.063, 16,    0.5194,    0.4369, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5054,    0.4358, 0.1000 
  14570.0, 580,     0.060, 16,    0.5205,    0.4362, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5191,    0.4344, 0.1000 
  14580.0, 578,     0.065, 16,    0.5245,    0.4348, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5252,    0.4332, 0.1000 
  14590.0, 574,     0.062, 16,    0.5302,    0.4332, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5265,    0.4323, 0.1000 
  14600.0, 570,     0.059, 16,    0.5262,    0.4310, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5372,    0.4292, 0.1000 
  14610.0, 569,     0.057, 16,    0.5202,    0.4305, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5196,    0.4255, 0.1000 
  14620.0, 567,     0.058, 16,    0.5191,    0.4300, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5140,    0.4296, 0.1000 
  14630.0, 565,     0.059, 16,    0.5151,    0.4287, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5097,    0.4272, 0.1000 
  14640.0, 560,     0.062, 16,    0.5163,    0.4272, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5092,    0.4255, 0.1000 
  14650.0, 553,     0.055, 16,    0.4970,    0.4237, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4401,    0.4211, 0.1000 
  14660.0, 550,     0.060, 16,    0.5058,    0.4200, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5040,    0.4130, 0.1000 
  14670.0, 547,     0.061, 16,    0.5020,    0.4195, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5100,    0.4159, 0.1000 
  14680.0, 543,     0.056, 16,    0.5003,    0.4177, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.5045,    0.4156, 0.1000 
  14690.0, 541,     0.054, 16,    0.4951,    0.4168, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4934,    0.4123, 0.1000 
  14700.0, 538,     0.055, 16,    0.4942,    0.4160, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4895,    0.4153, 0.1000 
  14710.0, 536,     0.055, 16,    0.4799,    0.4145, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4608,    0.4096, 0.1000 
  14720.0, 533,     0.057, 16,    0.4802,    0.4140, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4702,    0.4134, 0.1000 
  14730.0, 531,     0.057, 16,    0.4811,    0.4113, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4775,    0.4099, 0.1000 
  14740.0, 531,     0.059, 16,    0.4855,    0.4096, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4795,    0.4049, 0.1000 
  14750.0, 527,     0.060, 16,    0.4894,    0.4098, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4939,    0.4083, 0.1000 
  14760.0, 524,     0.054, 16,    0.4878,    0.4079, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4949,    0.4063, 0.1000 
  14770.0, 523,     0.054, 16,    0.4841,    0.4061, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4983,    0.4020, 0.1000 
  14780.0, 522,     0.052, 16,    0.4762,    0.4069, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4621,    0.4070, 0.1000 
  14790.0, 522,     0.053, 16,    0.4682,    0.4063, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4586,    0.4062, 0.1000 
  14800.0, 517,     0.056, 16,    0.4701,    0.4044, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4628,    0.4034, 0.1000 
  14810.0, 515,     0.053, 16,    0.4711,    0.4038, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4684,    0.4030, 0.1000 
  14820.0, 515,     0.053, 16,    0.4694,    0.4042, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4691,    0.4027, 0.1000 
  14830.0, 511,     0.053, 16,    0.4744,    0.4020, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4916,    0.4005, 0.1000 
  14840.0, 508,     0.058, 16,    0.4713,    0.4007, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4769,    0.3996, 0.1000 
  14850.0, 501,     0.055, 16,    0.4689,    0.3984, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4638,    0.3944, 0.1000 
  14860.0, 499,     0.052, 16,    0.4639,    0.3959, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4621,    0.3927, 0.1000 
  14870.0, 496,     0.058, 16,    0.4673,    0.3944, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4604,    0.3918, 0.1000 
  14880.0, 491,     0.051, 16,    0.4645,    0.3929, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4628,    0.3911, 0.1000 
  14890.0, 486,     0.049, 16,    0.4416,    0.3902, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.3985,    0.3864, 0.1000 
  14900.0, 485,     0.054, 16,    0.4492,    0.3890, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4435,    0.3833, 0.1000 
  14910.0, 482,     0.058, 16,    0.4535,    0.3868, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4531,    0.3849, 0.1000 
  14920.0, 480,     0.050, 16,    0.4460,    0.3857, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4520,    0.3836, 0.1000 
  14930.0, 478,     0.049, 16,    0.4417,    0.3849, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4377,    0.3828, 0.1000 
  14940.0, 477,     0.049, 16,    0.4404,    0.3842, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4354,    0.3827, 0.1000 
  14950.0, 474,     0.049, 16,    0.4285,    0.3845, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4185,    0.3852, 0.1000 
  14960.0, 469,     0.054, 16,    0.4355,    0.3816, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4265,    0.3803, 0.1000 
  14970.0, 462,     0.053, 16,    0.4365,    0.3786, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4355,    0.3773, 0.1000 
  14980.0, 459,     0.051, 16,    0.4318,    0.3758, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4354,    0.3711, 0.1000 
  14990.0, 457,     0.048, 16,    0.4288,    0.3744, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4233,    0.3669, 0.1000 
  15000.0, 457,     0.048, 16,    0.4269,    0.3743, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4238,    0.3722, 0.1000 
  15010.0, 455,     0.052, 16,    0.4124,    0.3745, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4250,    0.3741, 0.1000 
  15020.0, 451,     0.050, 16,    0.4156,    0.3724, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.3950,    0.3697, 0.1000 
  15030.0, 448,     0.051, 16,    0.4122,    0.3690, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4061,    0.3625, 0.1000 
  15040.0, 445,     0.048, 16,    0.4082,    0.3690, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.4050,    0.3678, 0.1000 
  15050.0, 442,     0.047, 16,    0.4047,    0.3688, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.3988,    0.3673, 0.1000 
  15060.0, 442,     0.048, 16,    0.4045,    0.3663, 72,    0.0000,    0.0041, 0, 0, 0, 0,    0.3979,    0.3635, 0.1000 
