time, nusers, response_time, n_servers, global_load_avg, global_mem_util, avg_num_apps_per_server, entertainment_cpu, entertainment_mem, noverloadedservers, ndeferredsessions, nrejectedsessions, nabortedsessions, weighted_avg_CPU, weighted_avg_MEM, ac_w 
     20.0, 5,     0.020, 1,    0.0336,    0.0395, 5,    0.0000,    0.0000, 0, 0, 0, 0,    0.0259,    0.0250, 0.1000 
     40.0, 10,     0.033, 1,    0.0895,    0.0790, 10,    0.0000,    0.0000, 0, 0, 0, 0,    0.0539,    0.0539, 0.1000 
     60.0, 15,     0.042, 1,    0.1214,    0.1203, 12,    0.0000,    0.0000, 0, 0, 0, 0,    0.0619,    0.0629, 0.1000 
     80.0, 20,     0.028, 2,    0.1097,    0.0968, 11,    0.0000,    0.0000, 0, 0, 0, 0,    0.1351,    0.1372, 0.1000 
    100.0, 25,     0.042, 2,    0.1462,    0.1151, 13,    0.0000,    0.0000, 0, 0, 0, 0,    0.1694,    0.1407, 0.1000 
    120.0, 30,     0.031, 2,    0.1592,    0.1377, 14,    0.0000,    0.0000, 0, 0, 0, 0,    0.1786,    0.1606, 0.1000 
    140.0, 35,     0.032, 2,    0.2149,    0.1644, 18,    0.0000,    0.0000, 0, 0, 0, 0,    0.2357,    0.1738, 0.1000 
    160.0, 40,     0.037, 2,    0.2366,    0.1886, 21,    0.0000,    0.0000, 0, 0, 0, 0,    0.2536,    0.2073, 0.1000 
    180.0, 45,     0.044, 2,    0.2640,    0.2116, 23,    0.0000,    0.0000, 0, 0, 0, 0,    0.2869,    0.2271, 0.1000 
    200.0, 50,     0.044, 2,    0.3237,    0.2404, 26,    0.0000,    0.0000, 0, 0, 0, 0,    0.3791,    0.2590, 0.1000 
    220.0, 55,     0.046, 2,    0.3559,    0.2650, 27,    0.0000,    0.0000, 0, 0, 0, 0,    0.3898,    0.2880, 0.1000 
    240.0, 60,     0.058, 2,    0.3946,    0.2848, 27,    0.0000,    0.0000, 0, 0, 0, 0,    0.4245,    0.2992, 0.1000 
    260.0, 65,     0.049, 2,    0.4358,    0.3072, 27,    0.0000,    0.0000, 0, 0, 0, 0,    0.4772,    0.3228, 0.1000 
    280.0, 70,     0.050, 2,    0.4560,    0.3250, 28,    0.0000,    0.0000, 0, 0, 0, 0,    0.4588,    0.3426, 0.1000 
    300.0, 75,     0.065, 2,    0.4932,    0.3488, 31,    0.0000,    0.0000, 0, 0, 0, 0,    0.5197,    0.3692, 0.1000 
    320.0, 80,     0.063, 2,    0.5631,    0.3733, 32,    0.0000,    0.0000, 0, 0, 0, 0,    0.6331,    0.3934, 0.1000 
    340.0, 85,     0.062, 2,    0.5722,    0.3935, 32,    0.0000,    0.0000, 0, 0, 0, 0,    0.5780,    0.4134, 0.1000 
    360.0, 90,     0.068, 2,    0.5866,    0.4161, 32,    0.0000,    0.0000, 0, 0, 0, 0,    0.5990,    0.4332, 0.1000 
    380.0, 95,     0.089, 2,    0.6803,    0.4378, 33,    0.0000,    0.0000, 0, 0, 0, 0,    0.7937,    0.4576, 0.1000 
    400.0, 100,     0.080, 2,    0.6867,    0.4581, 34,    0.0000,    0.0000, 0, 0, 0, 0,    0.6752,    0.4427, 0.1000 
    420.0, 105,     0.092, 2,    0.6958,    0.4748, 35,    0.0000,    0.0000, 0, 0, 0, 0,    0.6638,    0.4443, 0.1000 
    440.0, 110,     0.089, 3,    0.5038,    0.3591, 35,    0.0000,    0.0000, 0, 0, 0, 0,    0.4816,    0.3356, 0.1000 
    460.0, 115,     0.124, 3,    0.5312,    0.3746, 36,    0.0000,    0.0000, 0, 0, 0, 0,    0.5617,    0.3982, 0.1000 
    480.0, 120,     0.109, 3,    0.5584,    0.3853, 36,    0.0000,    0.0000, 0, 0, 0, 0,    0.5765,    0.4006, 0.1000 
    500.0, 125,     0.082, 3,    0.5626,    0.4010, 36,    0.0000,    0.0000, 0, 0, 0, 0,    0.6056,    0.4174, 0.1000 
    520.0, 130,     0.085, 3,    0.5638,    0.4140, 37,    0.0000,    0.0000, 0, 0, 0, 0,    0.5649,    0.4203, 0.1000 
    540.0, 135,     0.079, 3,    0.5830,    0.4279, 37,    0.0000,    0.0000, 0, 0, 0, 0,    0.5933,    0.4398, 0.1000 
    560.0, 140,     0.081, 3,    0.6396,    0.4415, 38,    0.0015,    0.0035, 0, 1, 0, 0,    0.6390,    0.4425, 0.9300 
    580.0, 145,     0.082, 3,    0.6476,    0.4574, 40,    0.0003,    0.0035, 0, 0, 0, 0,    0.6545,    0.4634, 0.6500 
    600.0, 150,     0.102, 3,    0.6806,    0.4760, 40,    0.0002,    0.0035, 0, 0, 0, 0,    0.6918,    0.4866, 0.3900 
    620.0, 155,     0.092, 3,    0.7313,    0.4888, 41,    0.0002,    0.0035, 0, 0, 0, 0,    0.7420,    0.4911, 0.2900 
    640.0, 160,     0.099, 3,    0.7446,    0.5006, 41,    0.0002,    0.0035, 0, 0, 0, 0,    0.7483,    0.4529, 0.2200 
    660.0, 165,     0.105, 3,    0.7562,    0.5185, 41,    0.0002,    0.0035, 0, 0, 0, 0,    0.7371,    0.4885, 0.1500 
    680.0, 170,     0.116, 4,    0.5949,    0.4200, 41,    0.0002,    0.0035, 0, 0, 0, 0,    0.6480,    0.4540, 0.1000 
    700.0, 175,     0.101, 4,    0.6078,    0.4296, 41,    0.0002,    0.0035, 0, 0, 0, 0,    0.6027,    0.4258, 0.1000 
    720.0, 180,     0.097, 4,    0.6230,    0.4357, 41,    0.0002,    0.0035, 0, 0, 0, 0,    0.6054,    0.4261, 0.1000 
    740.0, 185,     0.112, 5,    0.5142,    0.3594, 41,    0.0002,    0.0035, 0, 0, 0, 0,    0.5050,    0.3525, 0.1000 
    760.0, 190,     0.097, 5,    0.5146,    0.3866, 42,    0.0002,    0.0035, 0, 0, 0, 0,    0.5138,    0.4154, 0.1000 
    780.0, 195,     0.085, 5,    0.5338,    0.3935, 42,    0.0002,    0.0035, 0, 0, 0, 0,    0.5385,    0.3996, 0.1000 
    800.0, 200,     0.081, 5,    0.5440,    0.4021, 42,    0.0002,    0.0035, 0, 0, 0, 0,    0.5712,    0.4110, 0.1000 
    820.0, 205,     0.097, 5,    0.5558,    0.4062, 42,    0.0002,    0.0035, 0, 0, 0, 0,    0.5684,    0.4112, 0.1000 
    840.0, 210,     0.105, 5,    0.5743,    0.4176, 42,    0.0002,    0.0035, 0, 0, 0, 0,    0.5854,    0.4256, 0.1000 
    860.0, 215,     0.079, 5,    0.6088,    0.4254, 42,    0.0002,    0.0035, 0, 0, 0, 0,    0.6578,    0.4319, 0.1000 
    880.0, 220,     0.090, 5,    0.6173,    0.4307, 42,    0.0002,    0.0035, 0, 0, 0, 0,    0.6282,    0.4374, 0.1000 
    900.0, 225,     0.086, 5,    0.6184,    0.4409, 42,    0.0002,    0.0035, 0, 0, 0, 0,    0.6157,    0.4454, 0.1000 
    920.0, 230,     0.077, 5,    0.6666,    0.4500, 43,    0.0002,    0.0035, 0, 0, 0, 0,    0.7986,    0.4820, 0.1000 
    940.0, 235,     0.084, 5,    0.6695,    0.4584, 43,    0.0002,    0.0035, 0, 0, 0, 0,    0.6748,    0.4601, 0.1000 
    960.0, 240,     0.099, 5,    0.6850,    0.4656, 43,    0.0002,    0.0035, 0, 0, 0, 0,    0.6757,    0.4669, 0.1000 
    980.0, 245,     0.087, 6,    0.5687,    0.4107, 43,    0.0002,    0.0035, 0, 0, 0, 0,    0.5790,    0.4021, 0.1000 
   1000.0, 250,     0.093, 6,    0.5947,    0.4149, 43,    0.0002,    0.0035, 0, 0, 0, 0,    0.6102,    0.4398, 0.1000 
   1020.0, 255,     0.081, 6,    0.5972,    0.4237, 43,    0.0002,    0.0035, 0, 0, 0, 0,    0.6109,    0.4354, 0.1000 
   1040.0, 260,     0.090, 6,    0.6290,    0.4311, 43,    0.0002,    0.0035, 0, 0, 0, 0,    0.6442,    0.4379, 0.1000 
   1060.0, 265,     0.073, 6,    0.6252,    0.4392, 43,    0.0002,    0.0035, 0, 0, 0, 0,    0.6304,    0.4457, 0.1000 
   1080.0, 270,     0.083, 6,    0.6335,    0.4438, 44,    0.0002,    0.0035, 0, 0, 0, 0,    0.6349,    0.4483, 0.1000 
   1100.0, 275,     0.079, 6,    0.6499,    0.4530, 46,    0.0002,    0.0035, 0, 0, 0, 0,    0.6529,    0.4598, 0.1000 
   1120.0, 280,     0.089, 6,    0.6674,    0.4652, 47,    0.0002,    0.0035, 0, 0, 0, 0,    0.6819,    0.4763, 0.1000 
   1140.0, 285,     0.088, 6,    0.6669,    0.4706, 47,    0.0002,    0.0035, 0, 0, 0, 0,    0.6720,    0.4936, 0.1000 
   1160.0, 290,     0.095, 6,    0.6839,    0.4783, 47,    0.0002,    0.0035, 0, 0, 0, 0,    0.7106,    0.4852, 0.1000 
   1180.0, 295,     0.093, 6,    0.7007,    0.4836, 47,    0.0002,    0.0035, 0, 0, 0, 0,    0.7136,    0.4885, 0.1000 
   1200.0, 300,     0.089, 6,    0.7054,    0.4921, 47,    0.0002,    0.0035, 0, 0, 0, 0,    0.7105,    0.4995, 0.1000 
   1220.0, 305,     0.087, 6,    0.6973,    0.4955, 47,    0.0002,    0.0035, 0, 0, 0, 0,    0.7125,    0.5010, 0.1000 
   1240.0, 310,     0.095, 6,    0.7165,    0.5061, 48,    0.0002,    0.0035, 0, 0, 0, 0,    0.7250,    0.5240, 0.1000 
   1260.0, 315,     0.100, 6,    0.7244,    0.5136, 49,    0.0002,    0.0035, 0, 0, 0, 0,    0.7302,    0.5228, 0.1000 
   1280.0, 320,     0.107, 6,    0.7537,    0.5234, 49,    0.0002,    0.0035, 0, 0, 0, 0,    0.8001,    0.5283, 0.1000 
   1300.0, 325,     0.120, 6,    0.7601,    0.5296, 49,    0.0002,    0.0035, 0, 0, 0, 0,    0.7622,    0.5354, 0.1000 
   1320.0, 330,     0.114, 6,    0.7681,    0.5342, 49,    0.0002,    0.0035, 0, 0, 0, 0,    0.7886,    0.5393, 0.1000 
   1340.0, 335,     0.142, 6,    0.8173,    0.5414, 49,    0.0002,    0.0035, 0, 0, 0, 0,    0.8707,    0.5464, 0.1000 
   1360.0, 340,     0.124, 6,    0.8148,    0.5475, 49,    0.0002,    0.0035, 0, 0, 0, 0,    0.8195,    0.5459, 0.1000 
   1380.0, 345,     0.125, 6,    0.8046,    0.5556, 49,    0.0002,    0.0035, 0, 0, 0, 0,    0.8123,    0.5530, 0.1000 
   1400.0, 350,     0.128, 7,    0.7040,    0.4817, 42,    0.0013,    0.0029, 0, 2, 0, 0,    0.7077,    0.4817, 0.9600 
   1420.0, 355,     0.125, 7,    0.6985,    0.4871, 42,    0.0006,    0.0029, 0, 0, 0, 0,    0.6996,    0.4868, 0.8700 
   1440.0, 360,     0.129, 7,    0.7054,    0.4945, 42,    0.0004,    0.0029, 0, 0, 0, 0,    0.7029,    0.4918, 0.8200 
   1460.0, 365,     0.141, 8,    0.6219,    0.4618, 48,    0.0004,    0.0029, 0, 0, 0, 0,    0.6148,    0.4661, 0.5800 
   1480.0, 370,     0.123, 8,    0.6265,    0.4646, 48,    0.0004,    0.0029, 0, 0, 0, 0,    0.6386,    0.4774, 0.2700 
   1500.0, 375,     0.121, 8,    0.6327,    0.4700, 48,    0.0004,    0.0029, 0, 0, 0, 0,    0.6396,    0.4791, 0.1000 
   1520.0, 380,     0.108, 8,    0.6698,    0.4773, 48,    0.0004,    0.0029, 0, 0, 0, 0,    0.7133,    0.4966, 0.1000 
   1540.0, 385,     0.127, 8,    0.6749,    0.4801, 48,    0.0004,    0.0029, 0, 0, 0, 0,    0.6915,    0.4818, 0.1000 
   1560.0, 390,     0.107, 8,    0.6875,    0.4871, 48,    0.0004,    0.0029, 0, 0, 0, 0,    0.6972,    0.4928, 0.1000 
   1580.0, 395,     0.118, 8,    0.7034,    0.4906, 49,    0.0004,    0.0029, 0, 0, 0, 0,    0.7203,    0.4974, 0.1000 
   1600.0, 400,     0.107, 8,    0.7072,    0.4968, 49,    0.0004,    0.0029, 0, 0, 0, 0,    0.7244,    0.5023, 0.1000 
   1620.0, 405,     0.091, 8,    0.7043,    0.5025, 49,    0.0004,    0.0029, 0, 0, 0, 0,    0.7055,    0.5073, 0.1000 
   1640.0, 410,     0.107, 8,    0.7303,    0.5068, 49,    0.0004,    0.0029, 0, 0, 0, 0,    0.7557,    0.5106, 0.1000 
   1660.0, 415,     0.104, 8,    0.7371,    0.5107, 49,    0.0004,    0.0029, 0, 0, 0, 0,    0.7331,    0.5136, 0.1000 
   1680.0, 420,     0.108, 8,    0.7389,    0.5160, 49,    0.0004,    0.0029, 0, 0, 0, 0,    0.7446,    0.5198, 0.1000 
   1700.0, 425,     0.100, 8,    0.7370,    0.5245, 49,    0.0004,    0.0029, 0, 0, 0, 0,    0.7572,    0.5299, 0.1000 
   1720.0, 430,     0.102, 8,    0.7299,    0.5282, 49,    0.0004,    0.0029, 0, 0, 0, 0,    0.7266,    0.5306, 0.1000 
   1740.0, 435,     0.126, 8,    0.7423,    0.5322, 50,    0.0004,    0.0029, 0, 0, 0, 0,    0.7468,    0.5458, 0.1000 
   1760.0, 440,     0.120, 8,    0.7780,    0.5375, 50,    0.0004,    0.0029, 0, 0, 0, 0,    0.8184,    0.5568, 0.1000 
   1780.0, 445,     0.114, 8,    0.7896,    0.5447, 50,    0.0024,    0.0031, 0, 1, 0, 0,    0.7920,    0.5457, 0.8700 
   1800.0, 450,     0.128, 8,    0.7919,    0.5506, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7927,    0.5536, 0.5300 
   1820.0, 455,     0.131, 8,    0.7779,    0.5549, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7717,    0.5588, 0.2300 
   1840.0, 460,     0.135, 8,    0.8003,    0.5591, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.8258,    0.5645, 0.1000 
   1860.0, 465,     0.130, 8,    0.8063,    0.5651, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.8081,    0.5678, 0.1000 
   1880.0, 470,     0.134, 8,    0.8122,    0.5692, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.8128,    0.5697, 0.1000 
   1900.0, 475,     0.130, 9,    0.7204,    0.5111, 45,    0.0009,    0.0031, 0, 0, 0, 0,    0.8109,    0.5770, 0.1000 
   1920.0, 480,     0.145, 9,    0.7325,    0.5153, 45,    0.0009,    0.0031, 0, 0, 0, 0,    0.7280,    0.5157, 0.1000 
   1940.0, 485,     0.144, 9,    0.7494,    0.5196, 45,    0.0009,    0.0031, 0, 0, 0, 0,    0.7307,    0.5151, 0.1000 
   1960.0, 490,     0.127, 10,    0.6638,    0.4736, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.6693,    0.4710, 0.1000 
   1980.0, 495,     0.154, 10,    0.6804,    0.4984, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.6904,    0.5211, 0.1000 
   2000.0, 500,     0.126, 10,    0.6807,    0.5033, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.6756,    0.5106, 0.1000 
   2020.0, 505,     0.118, 10,    0.6882,    0.5046, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.6843,    0.5101, 0.1000 
   2040.0, 510,     0.121, 10,    0.6973,    0.5074, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7120,    0.5166, 0.1000 
   2060.0, 515,     0.116, 10,    0.7195,    0.5135, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7081,    0.5151, 0.1000 
   2080.0, 520,     0.114, 10,    0.7311,    0.5184, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7318,    0.5226, 0.1000 
   2100.0, 525,     0.109, 10,    0.7386,    0.5204, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7432,    0.5208, 0.1000 
   2120.0, 530,     0.097, 10,    0.7356,    0.5254, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7219,    0.5293, 0.1000 
   2140.0, 535,     0.109, 10,    0.7475,    0.5305, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7575,    0.5352, 0.1000 
   2160.0, 540,     0.116, 10,    0.7595,    0.5334, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7714,    0.5378, 0.1000 
   2180.0, 545,     0.101, 10,    0.7388,    0.5401, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7187,    0.5443, 0.1000 
   2200.0, 550,     0.122, 10,    0.7606,    0.5432, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7685,    0.5465, 0.1000 
   2220.0, 555,     0.116, 10,    0.7636,    0.5438, 51,    0.0009,    0.0031, 0, 0, 0, 0,    0.7720,    0.5445, 0.1000 
   2240.0, 560,     0.109, 10,    0.7687,    0.5494, 52,    0.0009,    0.0031, 0, 0, 0, 0,    0.8215,    0.5609, 0.1000 
   2260.0, 565,     0.112, 10,    0.7821,    0.5561, 52,    0.0009,    0.0031, 0, 0, 0, 0,    0.7987,    0.5664, 0.1000 
   2280.0, 570,     0.133, 10,    0.7896,    0.5572, 52,    0.0009,    0.0031, 0, 0, 0, 0,    0.7982,    0.5618, 0.1000 
   2300.0, 575,     0.122, 10,    0.7931,    0.5637, 52,    0.0009,    0.0031, 0, 0, 0, 0,    0.7994,    0.5691, 0.1000 
   2320.0, 580,     0.122, 10,    0.7923,    0.5675, 52,    0.0009,    0.0031, 0, 0, 0, 0,    0.7860,    0.5716, 0.1000 
   2340.0, 585,     0.145, 10,    0.8007,    0.5696, 52,    0.0009,    0.0031, 0, 0, 0, 0,    0.8109,    0.5785, 0.1000 
   2360.0, 590,     0.132, 10,    0.8047,    0.5746, 52,    0.0009,    0.0031, 0, 0, 0, 0,    0.8234,    0.5805, 0.1000 
   2380.0, 595,     0.130, 10,    0.8023,    0.5793, 53,    0.0009,    0.0031, 0, 0, 0, 0,    0.7966,    0.5821, 0.1000 
   2400.0, 600,     0.177, 10,    0.8175,    0.5862, 53,    0.0009,    0.0031, 0, 0, 0, 0,    0.8309,    0.5981, 0.1000 
   2420.0, 605,     0.166, 10,    0.8476,    0.5876, 53,    0.0009,    0.0031, 0, 0, 0, 0,    0.8486,    0.5883, 0.1000 
   2440.0, 610,     0.156, 10,    0.8502,    0.5936, 53,    0.0009,    0.0031, 0, 0, 0, 0,    0.8561,    0.5938, 0.1000 
   2460.0, 615,     0.154, 10,    0.8518,    0.5965, 53,    0.0050,    0.0042, 0, 5, 0, 0,    0.8518,    0.5966, 1.0000 
   2480.0, 620,     0.158, 11,    0.7753,    0.5448, 48,    0.0034,    0.0043, 0, 2, 0, 0,    0.7749,    0.5450, 0.9800 
   2500.0, 625,     0.173, 11,    0.7814,    0.5458, 48,    0.0044,    0.0041, 0, 3, 0, 0,    0.7812,    0.5457, 1.0000 
   2520.0, 630,     0.155, 11,    0.7806,    0.5416, 48,    0.0032,    0.0042, 0, 1, 0, 0,    0.7806,    0.5416, 1.0000 
   2540.0, 635,     0.131, 12,    0.7106,    0.5244, 53,    0.0032,    0.0042, 0, 0, 0, 0,    0.6937,    0.5356, 0.4200 
   2560.0, 640,     0.128, 12,    0.7326,    0.5323, 53,    0.0032,    0.0042, 0, 0, 0, 0,    0.7528,    0.5380, 0.1000 
   2580.0, 645,     0.136, 12,    0.7466,    0.5357, 53,    0.0032,    0.0042, 0, 0, 0, 0,    0.7634,    0.5379, 0.1000 
   2600.0, 650,     0.128, 12,    0.7661,    0.5382, 53,    0.0032,    0.0042, 0, 0, 0, 0,    0.7634,    0.5418, 0.1000 
   2620.0, 655,     0.129, 12,    0.7734,    0.5432, 53,    0.0032,    0.0042, 0, 0, 0, 0,    0.7859,    0.5457, 0.1000 
   2640.0, 660,     0.109, 12,    0.7685,    0.5460, 53,    0.0032,    0.0042, 0, 0, 0, 0,    0.7681,    0.5490, 0.1000 
   2660.0, 665,     0.121, 12,    0.7815,    0.5487, 53,    0.0081,    0.0042, 0, 1, 0, 0,    0.7814,    0.5489, 0.8700 
   2680.0, 670,     0.114, 12,    0.7820,    0.5528, 53,    0.0022,    0.0042, 0, 0, 0, 0,    0.7813,    0.5544, 0.5100 
   2700.0, 675,     0.121, 12,    0.7832,    0.5568, 53,    0.0012,    0.0042, 0, 0, 0, 0,    0.7876,    0.5591, 0.1200 
   2720.0, 680,     0.118, 12,    0.7822,    0.5597, 54,    0.0012,    0.0042, 0, 0, 0, 0,    0.7758,    0.5633, 0.1000 
   2740.0, 685,     0.117, 12,    0.7822,    0.5634, 54,    0.0012,    0.0042, 0, 0, 0, 0,    0.7832,    0.5656, 0.1000 
   2760.0, 690,     0.122, 12,    0.7854,    0.5677, 54,    0.0012,    0.0042, 0, 0, 0, 0,    0.7855,    0.5715, 0.1000 
   2780.0, 695,     0.126, 12,    0.8154,    0.5705, 54,    0.0012,    0.0042, 0, 0, 0, 0,    0.8408,    0.5745, 0.1000 
   2800.0, 700,     0.127, 12,    0.8104,    0.5751, 54,    0.0012,    0.0042, 0, 0, 0, 0,    0.8137,    0.5782, 0.1000 
   2820.0, 705,     0.136, 12,    0.8130,    0.5780, 54,    0.0011,    0.0041, 0, 1, 0, 0,    0.8135,    0.5782, 0.9600 
   2820.0, 705,     0.136, 12,    0.8130,    0.5780, 54,    0.0011,    0.0041, 0, 0, 0, 0,    0.8135,    0.5782, 0.9600 
   2830.0, 701,     0.139, 13,    0.7641,    0.5344, 50,    0.0011,    0.0041, 0, 0, 0, 0,    0.7459,    0.5342, 0.9500 
   2840.0, 698,     0.122, 13,    0.7425,    0.5317, 50,    0.0011,    0.0041, 0, 0, 0, 0,    0.7396,    0.5325, 0.9200 
   2850.0, 695,     0.124, 13,    0.7394,    0.5312, 50,    0.0011,    0.0041, 0, 0, 0, 0,    0.7406,    0.5312, 0.8900 
   2860.0, 691,     0.154, 13,    0.7418,    0.5289, 50,    0.0011,    0.0041, 0, 0, 0, 0,    0.7429,    0.5297, 0.8800 
   2870.0, 688,     0.126, 13,    0.7416,    0.5247, 50,    0.0011,    0.0041, 0, 0, 0, 0,    0.7422,    0.5260, 0.8600 
   2880.0, 682,     0.118, 13,    0.7396,    0.5238, 50,    0.0011,    0.0041, 0, 0, 0, 0,    0.7399,    0.5251, 0.8400 
   2890.0, 682,     0.129, 14,    0.6851,    0.4927, 54,    0.0011,    0.0041, 0, 0, 0, 0,    0.6863,    0.4920, 0.7800 
   2900.0, 676,     0.129, 14,    0.6987,    0.4985, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6967,    0.4951, 0.6600 
   2910.0, 673,     0.137, 14,    0.6938,    0.4958, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6955,    0.4952, 0.5600 
   2920.0, 666,     0.130, 14,    0.6925,    0.4937, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6912,    0.4914, 0.4300 
   2930.0, 662,     0.131, 14,    0.6917,    0.4899, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6893,    0.4860, 0.3000 
   2940.0, 657,     0.108, 14,    0.6861,    0.4865, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6843,    0.4838, 0.2000 
   2950.0, 656,     0.112, 14,    0.6512,    0.4856, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6229,    0.4823, 0.1000 
   2960.0, 653,     0.093, 14,    0.6524,    0.4847, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6373,    0.4826, 0.1000 
   2970.0, 650,     0.107, 14,    0.6599,    0.4839, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6495,    0.4816, 0.1000 
   2980.0, 649,     0.117, 14,    0.6603,    0.4824, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6604,    0.4788, 0.1000 
   2990.0, 646,     0.116, 14,    0.6630,    0.4816, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6653,    0.4777, 0.1000 
   3000.0, 644,     0.119, 14,    0.6637,    0.4798, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6651,    0.4784, 0.1000 
   3010.0, 642,     0.094, 14,    0.6423,    0.4793, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6495,    0.4772, 0.1000 
   3020.0, 637,     0.113, 14,    0.6501,    0.4773, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6379,    0.4740, 0.1000 
   3030.0, 634,     0.105, 14,    0.6459,    0.4749, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6403,    0.4733, 0.1000 
   3040.0, 629,     0.105, 14,    0.6463,    0.4723, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6411,    0.4684, 0.1000 
   3050.0, 628,     0.107, 14,    0.6481,    0.4710, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6475,    0.4647, 0.1000 
   3060.0, 623,     0.090, 14,    0.6486,    0.4686, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6470,    0.4660, 0.1000 
   3070.0, 620,     0.093, 14,    0.6268,    0.4667, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.5904,    0.4632, 0.1000 
   3080.0, 619,     0.072, 14,    0.6069,    0.4639, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6062,    0.4620, 0.1000 
   3090.0, 616,     0.085, 14,    0.6125,    0.4632, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.5953,    0.4562, 0.1000 
   3100.0, 615,     0.098, 14,    0.6204,    0.4620, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6120,    0.4604, 0.1000 
   3110.0, 615,     0.093, 14,    0.6202,    0.4610, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6274,    0.4567, 0.1000 
   3120.0, 614,     0.087, 14,    0.6225,    0.4625, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6208,    0.4621, 0.1000 
   3130.0, 614,     0.080, 14,    0.5990,    0.4617, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.5494,    0.4597, 0.1000 
   3140.0, 611,     0.096, 14,    0.6169,    0.4615, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6190,    0.4638, 0.1000 
   3150.0, 610,     0.091, 14,    0.6275,    0.4594, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6445,    0.4572, 0.1000 
   3160.0, 609,     0.090, 14,    0.6291,    0.4589, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6414,    0.4586, 0.1000 
   3170.0, 604,     0.083, 14,    0.6301,    0.4576, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6353,    0.4579, 0.1000 
   3180.0, 602,     0.083, 14,    0.6286,    0.4559, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6349,    0.4548, 0.1000 
   3190.0, 600,     0.097, 14,    0.6365,    0.4524, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6618,    0.4463, 0.1000 
   3200.0, 599,     0.090, 14,    0.6315,    0.4538, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6308,    0.4521, 0.1000 
   3210.0, 598,     0.090, 14,    0.6325,    0.4526, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6304,    0.4501, 0.1000 
   3220.0, 595,     0.077, 14,    0.6284,    0.4509, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6248,    0.4505, 0.1000 
   3230.0, 594,     0.083, 14,    0.6294,    0.4506, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6258,    0.4484, 0.1000 
   3240.0, 590,     0.076, 14,    0.6255,    0.4496, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.6245,    0.4473, 0.1000 
   3250.0, 583,     0.073, 14,    0.5851,    0.4451, 55,    0.0011,    0.0041, 0, 0, 0, 0,    0.4951,    0.4424, 0.1000 
